lead_id,created_date,stage,final_stage,deal_value,probability,source,industry,sales_rep,close_date,expected_revenue
LEAD-01112,2025-03-26,lead,closed_lost,8239,0.0,referral,finance,Taylor Brooks,2025-06-18,0.0
LEAD-01291,2025-03-27,proposal,proposal,2774,0.53,outbound,tech,Taylor Brooks,2025-06-22,1470.22
LEAD-00637,2025-03-27,qualified,qualified,17734,0.36,marketing,finance,Alex Chen,2025-04-15,6384.24
LEAD-00148,2025-03-27,closed_won,closed_won,4476,1.0,outbound,retail,Morgan Patel,2025-05-09,4476.0
LEAD-01386,2025-03-27,qualified,qualified,17956,0.34,outbound,finance,Morgan Patel,2025-05-08,6105.040000000001
LEAD-01817,2025-03-27,closed_won,closed_won,16354,1.0,marketing,tech,Morgan Patel,2025-04-23,16354.0
LEAD-01877,2025-03-27,closed_won,closed_won,13275,1.0,marketing,tech,Morgan Patel,2025-04-21,13275.0
LEAD-01288,2025-03-27,closed_lost,closed_lost,7441,0.0,outbound,tech,Jordan Lee,2025-05-08,0.0
LEAD-00566,2025-03-28,closed_won,closed_won,8401,1.0,marketing,finance,Taylor Brooks,2025-04-22,8401.0
LEAD-00327,2025-03-28,closed_lost,closed_lost,4746,0.0,marketing,tech,Taylor Brooks,2025-06-04,0.0
LEAD-01308,2025-03-28,proposal,proposal,10977,0.66,marketing,tech,Jordan Lee,2025-04-23,7244.820000000001
LEAD-00510,2025-03-28,proposal,proposal,18342,0.63,outbound,tech,Taylor Brooks,2025-06-04,11555.460000000001
LEAD-00719,2025-03-28,closed_won,closed_won,16865,1.0,referral,finance,Jordan Lee,2025-06-21,16865.0
LEAD-01609,2025-03-28,lead,lead,1400,0.23,referral,tech,Morgan Patel,2025-06-09,322.0
LEAD-00384,2025-03-29,lead,lead,3585,0.1,outbound,retail,Morgan Patel,2025-05-02,358.5
LEAD-00097,2025-03-29,qualified,qualified,7029,0.29,marketing,tech,Taylor Brooks,2025-04-11,2038.4099999999999
LEAD-01265,2025-03-29,proposal,proposal,12903,0.77,referral,retail,Taylor Brooks,2025-05-11,9935.31
LEAD-00593,2025-03-29,closed_won,closed_won,7007,1.0,outbound,finance,Jordan Lee,2025-05-30,7007.0
LEAD-00189,2025-03-29,lead,lead,4346,0.13,marketing,tech,Alex Chen,2025-04-15,564.98
LEAD-00854,2025-03-29,qualified,qualified,3174,0.29,outbound,tech,Taylor Brooks,2025-05-18,920.4599999999999
LEAD-01047,2025-03-29,proposal,proposal,18164,0.6,marketing,tech,Jordan Lee,2025-05-24,10898.4
LEAD-00832,2025-03-29,proposal,closed_won,3992,1.0,outbound,retail,Jordan Lee,2025-06-06,3992.0
LEAD-01506,2025-03-30,lead,lead,15771,0.11,marketing,tech,Taylor Brooks,2025-05-22,1734.81
LEAD-01786,2025-03-30,lead,closed_lost,2211,0.0,referral,finance,Morgan Patel,2025-04-12,0.0
LEAD-01251,2025-03-30,qualified,qualified,4805,0.5,referral,tech,Taylor Brooks,2025-06-02,2402.5
LEAD-01709,2025-03-30,lead,lead,7265,0.14,marketing,tech,Jordan Lee,2025-06-01,1017.1000000000001
LEAD-01402,2025-03-30,lead,closed_lost,5448,0.0,outbound,retail,Taylor Brooks,2025-06-11,0.0
LEAD-01542,2025-03-30,lead,lead,7621,0.06,marketing,tech,Taylor Brooks,2025-04-17,457.26
LEAD-01124,2025-03-30,lead,lead,7702,0.18,marketing,tech,Jordan Lee,2025-04-13,1386.36
LEAD-00119,2025-03-31,lead,lead,3068,0.17,marketing,tech,Morgan Patel,2025-06-11,521.5600000000001
LEAD-01892,2025-03-31,proposal,proposal,15704,0.66,outbound,tech,Jordan Lee,2025-06-04,10364.640000000001
LEAD-01107,2025-03-31,lead,lead,18593,0.07,outbound,retail,Morgan Patel,2025-05-20,1301.5100000000002
LEAD-00857,2025-03-31,lead,closed_lost,3462,0.0,marketing,finance,Morgan Patel,2025-06-20,0.0
LEAD-01454,2025-03-31,closed_lost,closed_lost,1656,0.0,outbound,retail,Morgan Patel,2025-05-19,0.0
LEAD-01811,2025-03-31,closed_won,closed_won,13304,1.0,marketing,retail,Jordan Lee,2025-05-28,13304.0
LEAD-01013,2025-03-31,proposal,closed_lost,18084,0.0,marketing,finance,Alex Chen,2025-06-08,0.0
LEAD-00315,2025-03-31,lead,lead,10716,0.1,marketing,tech,Morgan Patel,2025-06-05,1071.6000000000001
LEAD-00989,2025-03-31,proposal,closed_won,7174,1.0,outbound,finance,Jordan Lee,2025-04-26,7174.0
LEAD-00831,2025-03-31,closed_lost,closed_lost,18686,0.0,marketing,retail,Jordan Lee,2025-05-11,0.0
LEAD-01906,2025-03-31,lead,lead,3264,0.22,referral,retail,Jordan Lee,2025-06-10,718.08
LEAD-00925,2025-04-01,closed_won,closed_won,7305,1.0,marketing,tech,Alex Chen,2025-05-10,7305.0
LEAD-00508,2025-04-01,closed_won,closed_won,7783,1.0,marketing,finance,Taylor Brooks,2025-06-29,7783.0
LEAD-01904,2025-04-01,qualified,qualified,19375,0.33,outbound,finance,Jordan Lee,2025-05-07,6393.75
LEAD-01515,2025-04-01,qualified,qualified,6558,0.42,marketing,tech,Morgan Patel,2025-06-17,2754.3599999999997
LEAD-01563,2025-04-01,closed_won,closed_won,2290,1.0,outbound,tech,Taylor Brooks,2025-04-23,2290.0
LEAD-00617,2025-04-02,lead,lead,2296,0.12,marketing,tech,Taylor Brooks,2025-07-01,275.52
LEAD-00568,2025-04-02,proposal,closed_lost,2646,0.0,marketing,retail,Jordan Lee,2025-05-16,0.0
LEAD-00483,2025-04-02,qualified,qualified,1423,0.5,referral,finance,Taylor Brooks,2025-05-15,711.5
LEAD-01413,2025-04-02,proposal,proposal,9306,0.63,marketing,retail,Taylor Brooks,2025-06-10,5862.78
LEAD-01852,2025-04-03,lead,closed_lost,4211,0.0,marketing,retail,Alex Chen,2025-05-25,0.0
LEAD-01818,2025-04-03,closed_won,closed_won,19760,1.0,referral,retail,Jordan Lee,2025-06-02,19760.0
LEAD-00919,2025-04-03,closed_lost,closed_lost,2738,0.0,referral,retail,Alex Chen,2025-07-02,0.0
LEAD-01562,2025-04-03,lead,lead,8232,0.26,referral,tech,Taylor Brooks,2025-06-30,2140.32
LEAD-01660,2025-04-03,qualified,qualified,15149,0.38,marketing,tech,Taylor Brooks,2025-05-23,5756.62
LEAD-01307,2025-04-03,proposal,closed_won,10540,1.0,referral,retail,Alex Chen,2025-05-15,10540.0
LEAD-00696,2025-04-03,proposal,proposal,14814,0.76,referral,tech,Morgan Patel,2025-05-24,11258.64
LEAD-01942,2025-04-03,lead,lead,15699,0.16,marketing,tech,Jordan Lee,2025-04-22,2511.84
LEAD-00346,2025-04-04,qualified,qualified,8452,0.53,referral,retail,Taylor Brooks,2025-06-22,4479.56
LEAD-00933,2025-04-04,lead,lead,7801,0.09,outbound,retail,Alex Chen,2025-04-25,702.0899999999999
LEAD-01425,2025-04-04,qualified,qualified,17780,0.31,outbound,retail,Jordan Lee,2025-06-28,5511.8
LEAD-01804,2025-04-05,lead,lead,11015,0.19,referral,retail,Alex Chen,2025-05-20,2092.85
LEAD-01179,2025-04-05,qualified,qualified,7245,0.3,marketing,retail,Taylor Brooks,2025-06-20,2173.5
LEAD-00211,2025-04-06,qualified,qualified,17781,0.34,outbound,tech,Alex Chen,2025-05-29,6045.540000000001
LEAD-01297,2025-04-06,proposal,proposal,18831,0.65,outbound,tech,Taylor Brooks,2025-06-22,12240.15
LEAD-01502,2025-04-06,closed_won,closed_won,1319,1.0,referral,retail,Alex Chen,2025-05-30,1319.0
LEAD-00380,2025-04-06,qualified,qualified,12608,0.42,marketing,finance,Morgan Patel,2025-05-19,5295.36
LEAD-00209,2025-04-07,lead,lead,14744,0.05,marketing,tech,Morgan Patel,2025-04-30,737.2
LEAD-01459,2025-04-07,proposal,proposal,2375,0.68,marketing,tech,Jordan Lee,2025-05-24,1615.0000000000002
LEAD-01701,2025-04-07,lead,lead,7588,0.27,referral,finance,Morgan Patel,2025-06-27,2048.76
LEAD-01882,2025-04-07,closed_lost,closed_lost,14456,0.0,marketing,retail,Morgan Patel,2025-07-02,0.0
LEAD-01621,2025-04-07,closed_lost,closed_lost,15446,0.0,outbound,tech,Taylor Brooks,2025-04-21,0.0
LEAD-00618,2025-04-08,proposal,proposal,7638,0.78,referral,tech,Alex Chen,2025-05-12,5957.64
LEAD-01261,2025-04-08,qualified,qualified,13590,0.48,referral,finance,Alex Chen,2025-06-26,6523.2
LEAD-00206,2025-04-08,qualified,qualified,17050,0.41,marketing,tech,Alex Chen,2025-05-08,6990.5
LEAD-00292,2025-04-08,lead,lead,13353,0.26,referral,retail,Taylor Brooks,2025-05-04,3471.78
LEAD-01673,2025-04-08,closed_lost,closed_lost,5962,0.0,marketing,tech,Taylor Brooks,2025-05-30,0.0
LEAD-01429,2025-04-08,closed_lost,closed_lost,1729,0.0,referral,tech,Morgan Patel,2025-07-02,0.0
LEAD-00744,2025-04-09,closed_lost,closed_lost,1980,0.0,outbound,retail,Taylor Brooks,2025-07-04,0.0
LEAD-00890,2025-04-09,proposal,closed_won,5286,1.0,marketing,tech,Taylor Brooks,2025-06-16,5286.0
LEAD-00779,2025-04-09,lead,lead,8476,0.08,marketing,finance,Jordan Lee,2025-04-26,678.08
LEAD-00509,2025-04-09,proposal,proposal,6605,0.67,marketing,retail,Jordan Lee,2025-06-07,4425.35
LEAD-01011,2025-04-09,closed_lost,closed_lost,4779,0.0,marketing,tech,Morgan Patel,2025-05-04,0.0
LEAD-01123,2025-04-09,proposal,proposal,9972,0.73,marketing,finance,Jordan Lee,2025-06-04,7279.5599999999995
LEAD-01640,2025-04-10,lead,lead,19413,0.16,marketing,tech,Jordan Lee,2025-05-11,3106.08
LEAD-00216,2025-04-10,lead,lead,3455,0.23,referral,retail,Jordan Lee,2025-04-22,794.6500000000001
LEAD-00143,2025-04-11,closed_won,closed_won,2426,1.0,outbound,finance,Jordan Lee,2025-06-24,2426.0
LEAD-00281,2025-04-11,proposal,proposal,14134,0.63,marketing,retail,Morgan Patel,2025-06-10,8904.42
LEAD-00505,2025-04-11,qualified,closed_won,9812,1.0,outbound,retail,Jordan Lee,2025-05-21,9812.0
LEAD-01322,2025-04-11,qualified,qualified,7316,0.35,marketing,retail,Jordan Lee,2025-05-20,2560.6
LEAD-01491,2025-04-11,lead,lead,7806,0.06,outbound,retail,Morgan Patel,2025-05-19,468.35999999999996
LEAD-00413,2025-04-12,lead,lead,8363,0.1,outbound,retail,Taylor Brooks,2025-07-07,836.3000000000001
LEAD-01192,2025-04-12,closed_won,closed_won,7632,1.0,referral,retail,Morgan Patel,2025-06-10,7632.0
LEAD-00950,2025-04-12,closed_lost,closed_lost,3185,0.0,outbound,tech,Morgan Patel,2025-06-06,0.0
LEAD-00039,2025-04-12,closed_won,closed_won,14370,1.0,marketing,tech,Taylor Brooks,2025-06-01,14370.0
LEAD-01794,2025-04-12,proposal,proposal,18600,0.67,outbound,finance,Alex Chen,2025-05-10,12462.0
LEAD-00111,2025-04-12,closed_lost,closed_lost,7924,0.0,marketing,tech,Morgan Patel,2025-05-25,0.0
LEAD-01551,2025-04-13,proposal,closed_won,11037,1.0,referral,tech,Jordan Lee,2025-06-28,11037.0
LEAD-01028,2025-04-13,proposal,proposal,15290,0.63,marketing,retail,Jordan Lee,2025-05-18,9632.7
LEAD-01999,2025-04-13,closed_lost,closed_lost,10846,0.0,outbound,tech,Jordan Lee,2025-06-29,0.0
LEAD-02000,2025-04-13,proposal,proposal,15099,0.72,marketing,retail,Taylor Brooks,2025-05-12,10871.279999999999
LEAD-00314,2025-04-13,proposal,proposal,9574,0.67,marketing,retail,Jordan Lee,2025-07-08,6414.580000000001
LEAD-00399,2025-04-13,closed_lost,closed_lost,19328,0.0,referral,retail,Alex Chen,2025-06-04,0.0
LEAD-00152,2025-04-13,proposal,proposal,10946,0.63,outbound,retail,Alex Chen,2025-06-14,6895.9800000000005
LEAD-00573,2025-04-14,lead,closed_lost,15827,0.0,referral,tech,Alex Chen,2025-05-22,0.0
LEAD-01209,2025-04-14,proposal,proposal,16664,0.65,marketing,tech,Morgan Patel,2025-06-20,10831.6
LEAD-01917,2025-04-14,qualified,qualified,3668,0.39,marketing,retail,Jordan Lee,2025-05-11,1430.52
LEAD-01382,2025-04-14,qualified,qualified,9570,0.26,marketing,tech,Morgan Patel,2025-04-26,2488.2000000000003
LEAD-01410,2025-04-14,proposal,proposal,9711,0.6,outbound,tech,Morgan Patel,2025-06-16,5826.599999999999
LEAD-00534,2025-04-14,lead,lead,2418,0.09,outbound,tech,Jordan Lee,2025-07-10,217.62
LEAD-00814,2025-04-14,lead,closed_lost,19283,0.0,marketing,tech,Jordan Lee,2025-06-19,0.0
LEAD-00299,2025-04-14,closed_lost,closed_lost,16518,0.0,outbound,retail,Taylor Brooks,2025-06-02,0.0
LEAD-00450,2025-04-15,qualified,closed_won,10685,1.0,marketing,finance,Jordan Lee,2025-06-15,10685.0
LEAD-01993,2025-04-15,lead,lead,17479,0.1,marketing,retail,Taylor Brooks,2025-04-29,1747.9
LEAD-01230,2025-04-16,proposal,proposal,19721,0.73,referral,tech,Morgan Patel,2025-05-13,14396.33
LEAD-00481,2025-04-16,qualified,qualified,19348,0.38,marketing,tech,Jordan Lee,2025-06-11,7352.24
LEAD-01483,2025-04-16,closed_won,closed_won,3556,1.0,marketing,finance,Alex Chen,2025-06-04,3556.0
LEAD-00841,2025-04-16,closed_won,closed_won,3243,1.0,marketing,retail,Taylor Brooks,2025-06-04,3243.0
LEAD-00495,2025-04-16,closed_lost,closed_lost,12998,0.0,marketing,tech,Jordan Lee,2025-06-26,0.0
LEAD-00855,2025-04-16,lead,closed_lost,5405,0.0,outbound,retail,Jordan Lee,2025-07-13,0.0
LEAD-00660,2025-04-16,qualified,qualified,5746,0.36,marketing,tech,Jordan Lee,2025-06-30,2068.56
LEAD-00096,2025-04-16,lead,lead,2825,0.09,marketing,tech,Taylor Brooks,2025-07-11,254.25
LEAD-01561,2025-04-17,lead,lead,6285,0.3,referral,finance,Jordan Lee,2025-06-02,1885.5
LEAD-00342,2025-04-17,lead,lead,19639,0.06,outbound,finance,Morgan Patel,2025-05-20,1178.34
LEAD-01114,2025-04-17,proposal,proposal,17227,0.75,referral,retail,Jordan Lee,2025-05-11,12920.25
LEAD-00154,2025-04-18,qualified,qualified,12891,0.33,marketing,tech,Jordan Lee,2025-06-01,4254.030000000001
LEAD-00271,2025-04-18,closed_won,closed_won,16917,1.0,outbound,finance,Taylor Brooks,2025-05-31,16917.0
LEAD-01646,2025-04-18,qualified,qualified,10308,0.35,outbound,finance,Morgan Patel,2025-05-04,3607.7999999999997
LEAD-01820,2025-04-18,closed_lost,closed_lost,8036,0.0,outbound,retail,Alex Chen,2025-07-13,0.0
LEAD-01451,2025-04-18,closed_lost,closed_lost,1551,0.0,referral,finance,Taylor Brooks,2025-06-03,0.0
LEAD-00796,2025-04-18,proposal,proposal,3954,0.78,marketing,retail,Jordan Lee,2025-06-25,3084.12
LEAD-01581,2025-04-19,proposal,proposal,7644,0.68,marketing,retail,Taylor Brooks,2025-06-06,5197.92
LEAD-00638,2025-04-19,closed_lost,closed_lost,10286,0.0,outbound,tech,Jordan Lee,2025-05-08,0.0
LEAD-01338,2025-04-19,lead,lead,4653,0.14,marketing,tech,Morgan Patel,2025-04-29,651.4200000000001
LEAD-01907,2025-04-19,qualified,qualified,17802,0.29,outbound,finance,Taylor Brooks,2025-06-17,5162.58
LEAD-01239,2025-04-19,proposal,proposal,1314,0.74,marketing,retail,Taylor Brooks,2025-05-25,972.36
LEAD-01862,2025-04-19,qualified,qualified,5588,0.45,referral,finance,Taylor Brooks,2025-06-03,2514.6
LEAD-00419,2025-04-19,qualified,qualified,3776,0.32,outbound,tech,Morgan Patel,2025-06-03,1208.32
LEAD-00928,2025-04-20,qualified,qualified,6065,0.38,outbound,finance,Morgan Patel,2025-05-10,2304.7
LEAD-00971,2025-04-20,proposal,proposal,14969,0.65,marketing,finance,Jordan Lee,2025-05-14,9729.85
LEAD-01403,2025-04-20,proposal,proposal,6689,0.63,outbound,tech,Alex Chen,2025-06-28,4214.07
LEAD-00263,2025-04-20,qualified,qualified,7328,0.35,marketing,tech,Taylor Brooks,2025-05-30,2564.7999999999997
LEAD-00353,2025-04-20,closed_lost,closed_lost,11003,0.0,marketing,tech,Alex Chen,2025-05-02,0.0
LEAD-00442,2025-04-20,closed_won,closed_won,9448,1.0,marketing,tech,Alex Chen,2025-05-04,9448.0
LEAD-01400,2025-04-20,closed_won,closed_won,11577,1.0,referral,finance,Alex Chen,2025-04-30,11577.0
LEAD-01316,2025-04-20,qualified,qualified,19217,0.27,marketing,retail,Taylor Brooks,2025-05-09,5188.59
LEAD-01601,2025-04-21,qualified,qualified,10260,0.35,marketing,retail,Taylor Brooks,2025-06-29,3590.9999999999995
LEAD-00136,2025-04-21,proposal,proposal,5297,0.72,marketing,finance,Jordan Lee,2025-07-18,3813.8399999999997
LEAD-00190,2025-04-21,proposal,closed_won,19477,1.0,referral,tech,Taylor Brooks,2025-07-05,19477.0
LEAD-00802,2025-04-21,closed_won,closed_won,4060,1.0,referral,tech,Morgan Patel,2025-05-09,4060.0
LEAD-00307,2025-04-21,lead,lead,18756,0.22,referral,tech,Morgan Patel,2025-05-19,4126.32
LEAD-01367,2025-04-21,lead,lead,1746,0.13,marketing,retail,Morgan Patel,2025-05-29,226.98000000000002
LEAD-01823,2025-04-21,proposal,proposal,5494,0.71,marketing,retail,Morgan Patel,2025-07-06,3900.74
LEAD-01476,2025-04-21,lead,closed_lost,12340,0.0,marketing,retail,Morgan Patel,2025-06-28,0.0
LEAD-01391,2025-04-22,proposal,proposal,1480,0.74,referral,tech,Alex Chen,2025-07-15,1095.2
LEAD-01155,2025-04-22,proposal,proposal,18846,0.74,referral,retail,Morgan Patel,2025-05-08,13946.039999999999
LEAD-00952,2025-04-22,proposal,proposal,1863,0.69,marketing,finance,Alex Chen,2025-06-04,1285.4699999999998
LEAD-01838,2025-04-22,proposal,proposal,6325,0.65,marketing,tech,Taylor Brooks,2025-07-19,4111.25
LEAD-00226,2025-04-22,lead,lead,5962,0.11,outbound,finance,Taylor Brooks,2025-07-19,655.82
LEAD-01105,2025-04-22,proposal,proposal,2601,0.79,referral,finance,Jordan Lee,2025-07-13,2054.79
LEAD-00239,2025-04-23,qualified,qualified,9816,0.3,marketing,tech,Jordan Lee,2025-07-14,2944.7999999999997
LEAD-01779,2025-04-23,closed_won,closed_won,9366,1.0,marketing,tech,Taylor Brooks,2025-05-08,9366.0
LEAD-01186,2025-04-23,closed_lost,closed_lost,9261,0.0,marketing,finance,Morgan Patel,2025-07-20,0.0
LEAD-00400,2025-04-24,closed_won,closed_won,19806,1.0,marketing,retail,Morgan Patel,2025-05-19,19806.0
LEAD-00333,2025-04-24,qualified,closed_won,13142,1.0,referral,tech,Morgan Patel,2025-05-21,13142.0
LEAD-01060,2025-04-24,closed_won,closed_won,2588,1.0,marketing,finance,Taylor Brooks,2025-06-20,2588.0
LEAD-00526,2025-04-24,lead,lead,2031,0.1,marketing,tech,Alex Chen,2025-05-26,203.10000000000002
LEAD-00749,2025-04-25,lead,lead,17023,0.12,marketing,tech,Alex Chen,2025-07-09,2042.76
LEAD-01034,2025-04-25,lead,closed_lost,14902,0.0,marketing,retail,Alex Chen,2025-05-30,0.0
LEAD-01462,2025-04-25,proposal,proposal,16317,0.75,referral,tech,Jordan Lee,2025-05-09,12237.75
LEAD-00447,2025-04-25,proposal,proposal,1887,0.62,outbound,retail,Jordan Lee,2025-07-08,1169.94
LEAD-00088,2025-04-25,lead,lead,19937,0.11,outbound,retail,Jordan Lee,2025-06-21,2193.07
LEAD-01014,2025-04-25,qualified,qualified,18913,0.42,marketing,tech,Alex Chen,2025-05-06,7943.46
LEAD-00748,2025-04-25,proposal,proposal,14373,0.75,referral,finance,Morgan Patel,2025-07-01,10779.75
LEAD-01821,2025-04-25,qualified,qualified,9293,0.33,marketing,retail,Morgan Patel,2025-06-23,3066.69
LEAD-00309,2025-04-26,lead,closed_lost,17029,0.0,marketing,retail,Alex Chen,2025-07-23,0.0
LEAD-00338,2025-04-26,qualified,qualified,7568,0.44,referral,finance,Alex Chen,2025-05-31,3329.92
LEAD-00968,2025-04-26,closed_won,closed_won,14964,1.0,outbound,tech,Jordan Lee,2025-06-25,14964.0
LEAD-01586,2025-04-26,qualified,qualified,14573,0.39,marketing,finance,Alex Chen,2025-07-16,5683.47
LEAD-00988,2025-04-26,closed_lost,closed_lost,4048,0.0,referral,retail,Jordan Lee,2025-06-20,0.0
LEAD-00368,2025-04-26,closed_won,closed_won,13551,1.0,marketing,retail,Morgan Patel,2025-06-06,13551.0
LEAD-01604,2025-04-26,closed_lost,closed_lost,13616,0.0,outbound,retail,Morgan Patel,2025-05-30,0.0
LEAD-01177,2025-04-26,proposal,closed_won,17156,1.0,marketing,retail,Morgan Patel,2025-05-23,17156.0
LEAD-00799,2025-04-26,qualified,qualified,11249,0.47,referral,tech,Alex Chen,2025-06-20,5287.03
LEAD-01576,2025-04-27,qualified,qualified,14666,0.44,referral,tech,Taylor Brooks,2025-06-29,6453.04
LEAD-01756,2025-04-27,lead,lead,7236,0.04,outbound,retail,Alex Chen,2025-05-19,289.44
LEAD-00554,2025-04-27,lead,lead,4993,0.05,marketing,retail,Morgan Patel,2025-06-02,249.65
LEAD-01435,2025-04-27,closed_won,closed_won,8709,1.0,referral,retail,Alex Chen,2025-07-06,8709.0
LEAD-01439,2025-04-27,closed_lost,closed_lost,7852,0.0,marketing,tech,Taylor Brooks,2025-05-22,0.0
LEAD-00403,2025-04-27,lead,closed_lost,9019,0.0,outbound,retail,Morgan Patel,2025-07-09,0.0
LEAD-01527,2025-04-27,closed_won,closed_won,19237,1.0,outbound,retail,Jordan Lee,2025-07-07,19237.0
LEAD-00525,2025-04-27,lead,lead,13511,0.08,outbound,retail,Jordan Lee,2025-07-13,1080.88
LEAD-01404,2025-04-28,closed_won,closed_won,12837,1.0,outbound,tech,Alex Chen,2025-07-14,12837.0
LEAD-01950,2025-04-28,lead,lead,11663,0.05,outbound,retail,Taylor Brooks,2025-05-17,583.15
LEAD-00595,2025-04-28,proposal,proposal,18760,0.63,outbound,tech,Morgan Patel,2025-05-17,11818.8
LEAD-01504,2025-04-28,proposal,proposal,6148,0.66,outbound,retail,Jordan Lee,2025-07-23,4057.6800000000003
LEAD-00607,2025-04-28,closed_won,closed_won,12474,1.0,outbound,tech,Morgan Patel,2025-06-04,12474.0
LEAD-00321,2025-04-28,lead,lead,3894,0.19,marketing,tech,Taylor Brooks,2025-05-14,739.86
LEAD-00167,2025-04-28,proposal,proposal,13563,0.64,outbound,tech,Jordan Lee,2025-07-17,8680.32
LEAD-01249,2025-04-29,qualified,qualified,12734,0.37,marketing,tech,Taylor Brooks,2025-07-08,4711.58
LEAD-00066,2025-04-29,closed_won,closed_won,3364,1.0,outbound,tech,Alex Chen,2025-05-16,3364.0
LEAD-01388,2025-04-29,proposal,proposal,16545,0.63,marketing,tech,Taylor Brooks,2025-06-22,10423.35
LEAD-00646,2025-04-30,lead,lead,17440,0.11,marketing,finance,Taylor Brooks,2025-05-21,1918.4
LEAD-01095,2025-04-30,lead,lead,1982,0.06,outbound,tech,Morgan Patel,2025-07-22,118.92
LEAD-01915,2025-04-30,qualified,qualified,19417,0.34,marketing,tech,Alex Chen,2025-06-29,6601.780000000001
LEAD-00632,2025-04-30,proposal,proposal,10611,0.73,outbound,finance,Jordan Lee,2025-06-04,7746.03
LEAD-01514,2025-05-01,closed_lost,closed_lost,16176,0.0,marketing,tech,Alex Chen,2025-06-11,0.0
LEAD-00254,2025-05-01,proposal,proposal,5654,0.79,referral,retail,Jordan Lee,2025-06-19,4466.66
LEAD-00077,2025-05-01,lead,lead,15057,0.24,referral,tech,Morgan Patel,2025-07-06,3613.68
LEAD-01145,2025-05-01,proposal,proposal,18076,0.69,marketing,retail,Morgan Patel,2025-06-15,12472.439999999999
LEAD-00294,2025-05-02,lead,closed_lost,15693,0.0,marketing,retail,Taylor Brooks,2025-06-01,0.0
LEAD-01777,2025-05-02,qualified,qualified,16110,0.56,referral,tech,Morgan Patel,2025-07-26,9021.6
LEAD-00487,2025-05-02,lead,lead,4182,0.05,outbound,retail,Taylor Brooks,2025-05-28,209.10000000000002
LEAD-01511,2025-05-02,lead,closed_lost,17010,0.0,marketing,retail,Jordan Lee,2025-06-18,0.0
LEAD-01494,2025-05-02,closed_won,closed_won,12607,1.0,outbound,tech,Alex Chen,2025-05-16,12607.0
LEAD-01905,2025-05-02,closed_lost,closed_lost,8224,0.0,marketing,retail,Morgan Patel,2025-06-15,0.0
LEAD-01069,2025-05-02,lead,lead,10525,0.08,marketing,finance,Jordan Lee,2025-05-14,842.0
LEAD-00738,2025-05-02,qualified,qualified,11515,0.38,marketing,retail,Taylor Brooks,2025-07-14,4375.7
LEAD-01030,2025-05-02,proposal,proposal,3840,0.83,referral,finance,Alex Chen,2025-05-20,3187.2
LEAD-00371,2025-05-03,lead,lead,2677,0.11,marketing,finance,Alex Chen,2025-05-19,294.47
LEAD-00169,2025-05-03,qualified,qualified,18906,0.3,outbound,tech,Taylor Brooks,2025-06-16,5671.8
LEAD-01782,2025-05-04,lead,lead,12825,0.08,marketing,finance,Taylor Brooks,2025-06-20,1026.0
LEAD-01900,2025-05-04,lead,closed_lost,17917,0.0,marketing,finance,Morgan Patel,2025-06-07,0.0
LEAD-01176,2025-05-04,closed_lost,closed_lost,19368,0.0,referral,retail,Jordan Lee,2025-06-26,0.0
LEAD-00627,2025-05-04,closed_lost,closed_lost,17853,0.0,marketing,finance,Jordan Lee,2025-06-25,0.0
LEAD-00199,2025-05-04,proposal,proposal,8266,0.63,marketing,tech,Taylor Brooks,2025-07-03,5207.58
LEAD-01142,2025-05-04,lead,lead,14287,0.1,marketing,retail,Alex Chen,2025-06-09,1428.7
LEAD-01771,2025-05-04,lead,lead,14878,0.09,marketing,retail,Jordan Lee,2025-06-28,1339.02
LEAD-01974,2025-05-05,lead,lead,12357,0.13,outbound,finance,Alex Chen,2025-07-13,1606.41
LEAD-01978,2025-05-05,closed_lost,closed_lost,1098,0.0,outbound,tech,Taylor Brooks,2025-07-19,0.0
LEAD-01330,2025-05-05,qualified,closed_lost,5846,0.0,marketing,finance,Alex Chen,2025-05-15,0.0
LEAD-01160,2025-05-05,qualified,qualified,19238,0.42,marketing,tech,Taylor Brooks,2025-06-22,8079.96
LEAD-01357,2025-05-06,proposal,proposal,13327,0.72,marketing,finance,Jordan Lee,2025-06-17,9595.44
LEAD-01647,2025-05-06,proposal,closed_won,9798,1.0,outbound,finance,Alex Chen,2025-07-14,9798.0
LEAD-00197,2025-05-06,lead,lead,1432,0.14,marketing,retail,Morgan Patel,2025-07-06,200.48000000000002
LEAD-01372,2025-05-06,qualified,qualified,7703,0.43,marketing,tech,Alex Chen,2025-07-22,3312.29
LEAD-01711,2025-05-06,proposal,closed_lost,1473,0.0,outbound,finance,Morgan Patel,2025-07-26,0.0
LEAD-00991,2025-05-06,qualified,closed_lost,2697,0.0,marketing,finance,Jordan Lee,2025-07-27,0.0
LEAD-01793,2025-05-06,lead,lead,16821,0.14,outbound,tech,Jordan Lee,2025-07-24,2354.94
LEAD-00139,2025-05-07,proposal,proposal,12221,0.68,marketing,finance,Alex Chen,2025-05-22,8310.28
LEAD-01407,2025-05-07,lead,lead,2133,0.2,referral,finance,Taylor Brooks,2025-05-30,426.6
LEAD-00268,2025-05-07,proposal,proposal,6005,0.61,outbound,finance,Jordan Lee,2025-06-03,3663.0499999999997
LEAD-01236,2025-05-07,lead,lead,17182,0.03,outbound,tech,Taylor Brooks,2025-07-05,515.46
